Start,Meter,kWh
"12/09/2025 7:00:00 AM","Meter #95175892","1.03"
"12/09/2025 7:00:00 AM","Meter #95175892g","0.00"
"12/09/2025 7:15:00 AM","Meter #95175892","1.05"
"12/09/2025 7:15:00 AM","Meter #95175892g","0.00"
"12/09/2025 7:30:00 AM","Meter #95175892","0.80"
"12/09/2025 7:30:00 AM","Meter #95175892g","0.00"
"12/09/2025 7:45:00 AM","Meter #95175892","0.69"
"12/09/2025 7:45:00 AM","Meter #95175892g","0.00"
"12/09/2025 8:00:00 AM","Meter #95175892","0.62"
"12/09/2025 8:00:00 AM","Meter #95175892g","0.00"
"12/09/2025 8:15:00 AM","Meter #95175892","0.76"
"12/09/2025 8:15:00 AM","Meter #95175892g","0.00"
"12/09/2025 8:30:00 AM","Meter #95175892","0.41"
"12/09/2025 8:30:00 AM","Meter #95175892g","0.00"
"12/09/2025 8:45:00 AM","Meter #95175892","0.46"
"12/09/2025 8:45:00 AM","Meter #95175892g","0.00"
"12/09/2025 9:00:00 AM","Meter #95175892","0.31"
"12/09/2025 9:00:00 AM","Meter #95175892g","0.00"
"12/09/2025 9:15:00 AM","Meter #95175892","0.05"
"12/09/2025 9:15:00 AM","Meter #95175892g","-0.11"
"12/09/2025 9:30:00 AM","Meter #95175892","2.30"
"12/09/2025 9:30:00 AM","Meter #95175892g","-0.02"
"12/09/2025 9:45:00 AM","Meter #95175892","1.65"
"12/09/2025 9:45:00 AM","Meter #95175892g","0.00"
"12/09/2025 10:00:00 AM","Meter #95175892","0.60"
"12/09/2025 10:00:00 AM","Meter #95175892g","-0.21"
"12/09/2025 10:15:00 AM","Meter #95175892","0.42"
"12/09/2025 10:15:00 AM","Meter #95175892g","-0.21"
"12/09/2025 10:30:00 AM","Meter #95175892","0.00"
"12/09/2025 10:30:00 AM","Meter #95175892g","-0.48"
"12/09/2025 10:45:00 AM","Meter #95175892","0.00"
"12/09/2025 10:45:00 AM","Meter #95175892g","-0.22"
"12/09/2025 11:00:00 AM","Meter #95175892","0.02"
"12/09/2025 11:00:00 AM","Meter #95175892g","-0.16"
"12/09/2025 11:15:00 AM","Meter #95175892","0.09"
"12/09/2025 11:15:00 AM","Meter #95175892g","0.00"
"12/09/2025 11:30:00 AM","Meter #95175892","0.02"
"12/09/2025 11:30:00 AM","Meter #95175892g","-0.16"
"12/09/2025 11:45:00 AM","Meter #95175892","0.22"
"12/09/2025 11:45:00 AM","Meter #95175892g","-0.02"
"12/09/2025 12:00:00 PM","Meter #95175892","0.16"
"12/09/2025 12:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 12:15:00 PM","Meter #95175892","0.12"
"12/09/2025 12:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 12:30:00 PM","Meter #95175892","0.13"
"12/09/2025 12:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 12:45:00 PM","Meter #95175892","0.13"
"12/09/2025 12:45:00 PM","Meter #95175892g","-0.02"
"12/09/2025 1:00:00 PM","Meter #95175892","0.14"
"12/09/2025 1:00:00 PM","Meter #95175892g","-0.05"
"12/09/2025 1:15:00 PM","Meter #95175892","0.01"
"12/09/2025 1:15:00 PM","Meter #95175892g","-0.13"
"12/09/2025 1:30:00 PM","Meter #95175892","0.00"
"12/09/2025 1:30:00 PM","Meter #95175892g","-0.39"
"12/09/2025 1:45:00 PM","Meter #95175892","0.00"
"12/09/2025 1:45:00 PM","Meter #95175892g","-0.59"
"12/09/2025 2:00:00 PM","Meter #95175892","0.00"
"12/09/2025 2:00:00 PM","Meter #95175892g","-0.61"
"12/09/2025 2:15:00 PM","Meter #95175892","0.00"
"12/09/2025 2:15:00 PM","Meter #95175892g","-0.25"
"12/09/2025 2:30:00 PM","Meter #95175892","0.07"
"12/09/2025 2:30:00 PM","Meter #95175892g","-0.16"
"12/09/2025 2:45:00 PM","Meter #95175892","0.42"
"12/09/2025 2:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 3:00:00 PM","Meter #95175892","0.42"
"12/09/2025 3:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 3:15:00 PM","Meter #95175892","0.22"
"12/09/2025 3:15:00 PM","Meter #95175892g","-0.02"
"12/09/2025 3:30:00 PM","Meter #95175892","0.44"
"12/09/2025 3:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 3:45:00 PM","Meter #95175892","0.46"
"12/09/2025 3:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 4:00:00 PM","Meter #95175892","0.58"
"12/09/2025 4:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 4:15:00 PM","Meter #95175892","0.64"
"12/09/2025 4:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 4:30:00 PM","Meter #95175892","0.68"
"12/09/2025 4:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 4:45:00 PM","Meter #95175892","0.70"
"12/09/2025 4:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 5:00:00 PM","Meter #95175892","0.70"
"12/09/2025 5:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 5:15:00 PM","Meter #95175892","0.70"
"12/09/2025 5:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 5:30:00 PM","Meter #95175892","0.69"
"12/09/2025 5:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 5:45:00 PM","Meter #95175892","0.70"
"12/09/2025 5:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 6:00:00 PM","Meter #95175892","0.70"
"12/09/2025 6:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 6:15:00 PM","Meter #95175892","0.70"
"12/09/2025 6:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 6:30:00 PM","Meter #95175892","0.69"
"12/09/2025 6:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 6:45:00 PM","Meter #95175892","0.67"
"12/09/2025 6:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 7:00:00 PM","Meter #95175892","0.70"
"12/09/2025 7:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 7:15:00 PM","Meter #95175892","0.71"
"12/09/2025 7:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 7:30:00 PM","Meter #95175892","0.73"
"12/09/2025 7:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 7:45:00 PM","Meter #95175892","0.71"
"12/09/2025 7:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 8:00:00 PM","Meter #95175892","0.74"
"12/09/2025 8:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 8:15:00 PM","Meter #95175892","0.73"
"12/09/2025 8:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 8:30:00 PM","Meter #95175892","0.74"
"12/09/2025 8:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 8:45:00 PM","Meter #95175892","0.73"
"12/09/2025 8:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 9:00:00 PM","Meter #95175892","0.73"
"12/09/2025 9:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 9:15:00 PM","Meter #95175892","0.73"
"12/09/2025 9:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 9:30:00 PM","Meter #95175892","0.73"
"12/09/2025 9:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 9:45:00 PM","Meter #95175892","0.75"
"12/09/2025 9:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 10:00:00 PM","Meter #95175892","6.25"
"12/09/2025 10:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 10:15:00 PM","Meter #95175892","6.29"
"12/09/2025 10:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 10:30:00 PM","Meter #95175892","4.28"
"12/09/2025 10:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 10:45:00 PM","Meter #95175892","3.56"
"12/09/2025 10:45:00 PM","Meter #95175892g","0.00"
"12/09/2025 11:00:00 PM","Meter #95175892","3.57"
"12/09/2025 11:00:00 PM","Meter #95175892g","0.00"
"12/09/2025 11:15:00 PM","Meter #95175892","3.56"
"12/09/2025 11:15:00 PM","Meter #95175892g","0.00"
"12/09/2025 11:30:00 PM","Meter #95175892","3.57"
"12/09/2025 11:30:00 PM","Meter #95175892g","0.00"
"12/09/2025 11:45:00 PM","Meter #95175892","3.56"
"12/09/2025 11:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 12:00:00 AM","Meter #95175892","3.56"
"12/10/2025 12:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 12:15:00 AM","Meter #95175892","3.55"
"12/10/2025 12:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 12:30:00 AM","Meter #95175892","3.57"
"12/10/2025 12:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 12:45:00 AM","Meter #95175892","3.59"
"12/10/2025 12:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 1:00:00 AM","Meter #95175892","1.33"
"12/10/2025 1:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 1:15:00 AM","Meter #95175892","0.72"
"12/10/2025 1:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 1:30:00 AM","Meter #95175892","0.74"
"12/10/2025 1:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 1:45:00 AM","Meter #95175892","0.72"
"12/10/2025 1:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 2:00:00 AM","Meter #95175892","0.70"
"12/10/2025 2:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 2:15:00 AM","Meter #95175892","0.71"
"12/10/2025 2:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 2:30:00 AM","Meter #95175892","0.73"
"12/10/2025 2:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 2:45:00 AM","Meter #95175892","2.76"
"12/10/2025 2:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 3:00:00 AM","Meter #95175892","0.72"
"12/10/2025 3:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 3:15:00 AM","Meter #95175892","0.72"
"12/10/2025 3:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 3:30:00 AM","Meter #95175892","0.73"
"12/10/2025 3:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 3:45:00 AM","Meter #95175892","0.72"
"12/10/2025 3:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 4:00:00 AM","Meter #95175892","0.72"
"12/10/2025 4:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 4:15:00 AM","Meter #95175892","0.77"
"12/10/2025 4:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 4:30:00 AM","Meter #95175892","0.76"
"12/10/2025 4:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 4:45:00 AM","Meter #95175892","0.73"
"12/10/2025 4:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 5:00:00 AM","Meter #95175892","0.74"
"12/10/2025 5:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 5:15:00 AM","Meter #95175892","2.09"
"12/10/2025 5:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 5:30:00 AM","Meter #95175892","1.74"
"12/10/2025 5:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 5:45:00 AM","Meter #95175892","0.70"
"12/10/2025 5:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 6:00:00 AM","Meter #95175892","0.69"
"12/10/2025 6:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 6:15:00 AM","Meter #95175892","0.69"
"12/10/2025 6:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 6:30:00 AM","Meter #95175892","0.71"
"12/10/2025 6:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 6:45:00 AM","Meter #95175892","0.73"
"12/10/2025 6:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 7:00:00 AM","Meter #95175892","0.72"
"12/10/2025 7:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 7:15:00 AM","Meter #95175892","0.70"
"12/10/2025 7:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 7:30:00 AM","Meter #95175892","0.92"
"12/10/2025 7:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 7:45:00 AM","Meter #95175892","1.15"
"12/10/2025 7:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 8:00:00 AM","Meter #95175892","0.97"
"12/10/2025 8:00:00 AM","Meter #95175892g","0.00"
"12/10/2025 8:15:00 AM","Meter #95175892","0.57"
"12/10/2025 8:15:00 AM","Meter #95175892g","0.00"
"12/10/2025 8:30:00 AM","Meter #95175892","0.48"
"12/10/2025 8:30:00 AM","Meter #95175892g","0.00"
"12/10/2025 8:45:00 AM","Meter #95175892","0.40"
"12/10/2025 8:45:00 AM","Meter #95175892g","0.00"
"12/10/2025 9:00:00 AM","Meter #95175892","0.31"
"12/10/2025 9:00:00 AM","Meter #95175892g","-0.01"
"12/10/2025 9:15:00 AM","Meter #95175892","0.21"
"12/10/2025 9:15:00 AM","Meter #95175892g","-0.06"
"12/10/2025 9:30:00 AM","Meter #95175892","0.00"
"12/10/2025 9:30:00 AM","Meter #95175892g","-0.73"
"12/10/2025 9:45:00 AM","Meter #95175892","0.00"
"12/10/2025 9:45:00 AM","Meter #95175892g","-0.85"
"12/10/2025 10:00:00 AM","Meter #95175892","0.00"
"12/10/2025 10:00:00 AM","Meter #95175892g","-0.94"
"12/10/2025 10:15:00 AM","Meter #95175892","1.46"
"12/10/2025 10:15:00 AM","Meter #95175892g","-0.12"
"12/10/2025 10:30:00 AM","Meter #95175892","0.00"
"12/10/2025 10:30:00 AM","Meter #95175892g","-1.01"
"12/10/2025 10:45:00 AM","Meter #95175892","0.00"
"12/10/2025 10:45:00 AM","Meter #95175892g","-0.74"
"12/10/2025 11:00:00 AM","Meter #95175892","0.00"
"12/10/2025 11:00:00 AM","Meter #95175892g","-0.91"
"12/10/2025 11:15:00 AM","Meter #95175892","0.00"
"12/10/2025 11:15:00 AM","Meter #95175892g","-0.74"
"12/10/2025 11:30:00 AM","Meter #95175892","0.00"
"12/10/2025 11:30:00 AM","Meter #95175892g","-0.58"
"12/10/2025 11:45:00 AM","Meter #95175892","0.00"
"12/10/2025 11:45:00 AM","Meter #95175892g","-0.32"
"12/10/2025 12:00:00 PM","Meter #95175892","0.00"
"12/10/2025 12:00:00 PM","Meter #95175892g","-0.30"
"12/10/2025 12:15:00 PM","Meter #95175892","0.00"
"12/10/2025 12:15:00 PM","Meter #95175892g","-0.30"
"12/10/2025 12:30:00 PM","Meter #95175892","0.00"
"12/10/2025 12:30:00 PM","Meter #95175892g","-0.41"
"12/10/2025 12:45:00 PM","Meter #95175892","0.00"
"12/10/2025 12:45:00 PM","Meter #95175892g","-0.27"
"12/10/2025 1:00:00 PM","Meter #95175892","0.00"
"12/10/2025 1:00:00 PM","Meter #95175892g","-0.33"
"12/10/2025 1:15:00 PM","Meter #95175892","0.00"
"12/10/2025 1:15:00 PM","Meter #95175892g","-0.33"
"12/10/2025 1:30:00 PM","Meter #95175892","0.00"
"12/10/2025 1:30:00 PM","Meter #95175892g","-0.22"
"12/10/2025 1:45:00 PM","Meter #95175892","0.01"
"12/10/2025 1:45:00 PM","Meter #95175892g","-0.12"
"12/10/2025 2:00:00 PM","Meter #95175892","0.01"
"12/10/2025 2:00:00 PM","Meter #95175892g","-0.04"
"12/10/2025 2:15:00 PM","Meter #95175892","0.01"
"12/10/2025 2:15:00 PM","Meter #95175892g","-0.02"
"12/10/2025 2:30:00 PM","Meter #95175892","0.61"
"12/10/2025 2:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 2:45:00 PM","Meter #95175892","0.80"
"12/10/2025 2:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 3:00:00 PM","Meter #95175892","0.06"
"12/10/2025 3:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 3:15:00 PM","Meter #95175892","0.10"
"12/10/2025 3:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 3:30:00 PM","Meter #95175892","0.11"
"12/10/2025 3:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 3:45:00 PM","Meter #95175892","0.14"
"12/10/2025 3:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 4:00:00 PM","Meter #95175892","0.14"
"12/10/2025 4:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 4:15:00 PM","Meter #95175892","0.14"
"12/10/2025 4:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 4:30:00 PM","Meter #95175892","0.14"
"12/10/2025 4:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 4:45:00 PM","Meter #95175892","0.14"
"12/10/2025 4:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 5:00:00 PM","Meter #95175892","0.14"
"12/10/2025 5:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 5:15:00 PM","Meter #95175892","0.14"
"12/10/2025 5:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 5:30:00 PM","Meter #95175892","0.14"
"12/10/2025 5:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 5:45:00 PM","Meter #95175892","0.12"
"12/10/2025 5:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 6:00:00 PM","Meter #95175892","0.12"
"12/10/2025 6:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 6:15:00 PM","Meter #95175892","0.12"
"12/10/2025 6:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 6:30:00 PM","Meter #95175892","0.12"
"12/10/2025 6:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 6:45:00 PM","Meter #95175892","0.12"
"12/10/2025 6:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 7:00:00 PM","Meter #95175892","1.86"
"12/10/2025 7:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 7:15:00 PM","Meter #95175892","0.16"
"12/10/2025 7:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 7:30:00 PM","Meter #95175892","0.18"
"12/10/2025 7:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 7:45:00 PM","Meter #95175892","0.17"
"12/10/2025 7:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 8:00:00 PM","Meter #95175892","0.17"
"12/10/2025 8:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 8:15:00 PM","Meter #95175892","0.18"
"12/10/2025 8:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 8:30:00 PM","Meter #95175892","0.18"
"12/10/2025 8:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 8:45:00 PM","Meter #95175892","0.17"
"12/10/2025 8:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 9:00:00 PM","Meter #95175892","0.17"
"12/10/2025 9:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 9:15:00 PM","Meter #95175892","0.15"
"12/10/2025 9:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 9:30:00 PM","Meter #95175892","0.15"
"12/10/2025 9:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 9:45:00 PM","Meter #95175892","0.14"
"12/10/2025 9:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 10:00:00 PM","Meter #95175892","3.03"
"12/10/2025 10:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 10:15:00 PM","Meter #95175892","2.99"
"12/10/2025 10:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 10:30:00 PM","Meter #95175892","0.18"
"12/10/2025 10:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 10:45:00 PM","Meter #95175892","0.18"
"12/10/2025 10:45:00 PM","Meter #95175892g","0.00"
"12/10/2025 11:00:00 PM","Meter #95175892","0.16"
"12/10/2025 11:00:00 PM","Meter #95175892g","0.00"
"12/10/2025 11:15:00 PM","Meter #95175892","1.80"
"12/10/2025 11:15:00 PM","Meter #95175892g","0.00"
"12/10/2025 11:30:00 PM","Meter #95175892","0.43"
"12/10/2025 11:30:00 PM","Meter #95175892g","0.00"
"12/10/2025 11:45:00 PM","Meter #95175892","0.17"
"12/10/2025 11:45:00 PM","Meter #95175892g","0.00"
"12/11/2025 12:00:00 AM","Meter #95175892","0.17"
"12/11/2025 12:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 12:15:00 AM","Meter #95175892","0.17"
"12/11/2025 12:15:00 AM","Meter #95175892g","0.00"
"12/11/2025 12:30:00 AM","Meter #95175892","0.17"
"12/11/2025 12:30:00 AM","Meter #95175892g","0.00"
"12/11/2025 12:45:00 AM","Meter #95175892","0.16"
"12/11/2025 12:45:00 AM","Meter #95175892g","0.00"
"12/11/2025 1:00:00 AM","Meter #95175892","0.14"
"12/11/2025 1:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 1:15:00 AM","Meter #95175892","0.14"
"12/11/2025 1:15:00 AM","Meter #95175892g","0.00"
"12/11/2025 1:30:00 AM","Meter #95175892","0.14"
"12/11/2025 1:30:00 AM","Meter #95175892g","0.00"
"12/11/2025 1:45:00 AM","Meter #95175892","0.13"
"12/11/2025 1:45:00 AM","Meter #95175892g","0.00"
"12/11/2025 2:00:00 AM","Meter #95175892","0.13"
"12/11/2025 2:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 2:15:00 AM","Meter #95175892","0.13"
"12/11/2025 2:15:00 AM","Meter #95175892g","0.00"
"12/11/2025 2:30:00 AM","Meter #95175892","1.75"
"12/11/2025 2:30:00 AM","Meter #95175892g","0.00"
"12/11/2025 2:45:00 AM","Meter #95175892","0.35"
"12/11/2025 2:45:00 AM","Meter #95175892g","0.00"
"12/11/2025 3:00:00 AM","Meter #95175892","0.16"
"12/11/2025 3:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 3:15:00 AM","Meter #95175892","0.15"
"12/11/2025 3:15:00 AM","Meter #95175892g","0.00"
"12/11/2025 3:30:00 AM","Meter #95175892","0.16"
"12/11/2025 3:30:00 AM","Meter #95175892g","0.00"
"12/11/2025 3:45:00 AM","Meter #95175892","1.62"
"12/11/2025 3:45:00 AM","Meter #95175892g","0.00"
"12/11/2025 4:00:00 AM","Meter #95175892","0.70"
"12/11/2025 4:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 4:15:00 AM","Meter #95175892","0.16"
"12/11/2025 4:15:00 AM","Meter #95175892g","0.00"
"12/11/2025 4:30:00 AM","Meter #95175892","0.16"
"12/11/2025 4:30:00 AM","Meter #95175892g","0.00"
"12/11/2025 4:45:00 AM","Meter #95175892","0.15"
"12/11/2025 4:45:00 AM","Meter #95175892g","0.00"
"12/11/2025 5:00:00 AM","Meter #95175892","0.16"
"12/11/2025 5:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 5:15:00 AM","Meter #95175892","0.16"
"12/11/2025 5:15:00 AM","Meter #95175892g","0.00"
"12/11/2025 5:30:00 AM","Meter #95175892","0.16"
"12/11/2025 5:30:00 AM","Meter #95175892g","0.00"
"12/11/2025 5:45:00 AM","Meter #95175892","0.16"
"12/11/2025 5:45:00 AM","Meter #95175892g","0.00"
"12/11/2025 6:00:00 AM","Meter #95175892","0.15"
"12/11/2025 6:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 6:15:00 AM","Meter #95175892","0.16"
"12/11/2025 6:15:00 AM","Meter #95175892g","0.00"
"12/11/2025 6:30:00 AM","Meter #95175892","0.16"
"12/11/2025 6:30:00 AM","Meter #95175892g","0.00"
"12/11/2025 6:45:00 AM","Meter #95175892","0.15"
"12/11/2025 6:45:00 AM","Meter #95175892g","0.00"
"12/11/2025 7:00:00 AM","Meter #95175892","0.15"
"12/11/2025 7:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 7:15:00 AM","Meter #95175892","0.14"
"12/11/2025 7:15:00 AM","Meter #95175892g","0.00"
"12/11/2025 7:30:00 AM","Meter #95175892","0.43"
"12/11/2025 7:30:00 AM","Meter #95175892g","0.00"
"12/11/2025 7:45:00 AM","Meter #95175892","0.68"
"12/11/2025 7:45:00 AM","Meter #95175892g","0.00"
"12/11/2025 8:00:00 AM","Meter #95175892","0.48"
"12/11/2025 8:00:00 AM","Meter #95175892g","0.00"
"12/11/2025 8:15:00 AM","Meter #95175892","0.15"
"12/11/2025 8:15:00 AM","Meter #95175892g","-0.19"
"12/11/2025 8:30:00 AM","Meter #95175892","0.00"
"12/11/2025 8:30:00 AM","Meter #95175892g","-0.30"
"12/11/2025 8:45:00 AM","Meter #95175892","2.27"
"12/11/2025 8:45:00 AM","Meter #95175892g","-0.03"
"12/11/2025 9:00:00 AM","Meter #95175892","0.00"
"12/11/2025 9:00:00 AM","Meter #95175892g","-0.74"
"12/11/2025 9:15:00 AM","Meter #95175892","0.00"
"12/11/2025 9:15:00 AM","Meter #95175892g","-0.91"
"12/11/2025 9:30:00 AM","Meter #95175892","0.00"
"12/11/2025 9:30:00 AM","Meter #95175892g","-0.59"
"12/11/2025 9:45:00 AM","Meter #95175892","0.00"
"12/11/2025 9:45:00 AM","Meter #95175892g","-0.42"
"12/11/2025 10:00:00 AM","Meter #95175892","0.00"
"12/11/2025 10:00:00 AM","Meter #95175892g","-1.12"
"12/11/2025 10:15:00 AM","Meter #95175892","0.00"
"12/11/2025 10:15:00 AM","Meter #95175892g","-0.98"
"12/11/2025 10:30:00 AM","Meter #95175892","0.00"
"12/11/2025 10:30:00 AM","Meter #95175892g","-0.61"
"12/11/2025 10:45:00 AM","Meter #95175892","0.00"
"12/11/2025 10:45:00 AM","Meter #95175892g","-0.96"
"12/11/2025 11:00:00 AM","Meter #95175892","0.00"
"12/11/2025 11:00:00 AM","Meter #95175892g","-0.87"
"12/11/2025 11:15:00 AM","Meter #95175892","0.00"
"12/11/2025 11:15:00 AM","Meter #95175892g","-0.90"
"12/11/2025 11:30:00 AM","Meter #95175892","0.00"
"12/11/2025 11:30:00 AM","Meter #95175892g","-0.81"
"12/11/2025 11:45:00 AM","Meter #95175892","0.00"
"12/11/2025 11:45:00 AM","Meter #95175892g","-0.70"
"12/11/2025 12:00:00 PM","Meter #95175892","0.00"
"12/11/2025 12:00:00 PM","Meter #95175892g","-0.53"
"12/11/2025 12:15:00 PM","Meter #95175892","0.00"
"12/11/2025 12:15:00 PM","Meter #95175892g","-0.48"
"12/11/2025 12:30:00 PM","Meter #95175892","0.00"
"12/11/2025 12:30:00 PM","Meter #95175892g","-0.40"
"12/11/2025 12:45:00 PM","Meter #95175892","0.00"
"12/11/2025 12:45:00 PM","Meter #95175892g","-0.50"
"12/11/2025 1:00:00 PM","Meter #95175892","0.06"
"12/11/2025 1:00:00 PM","Meter #95175892g","-0.55"
"12/11/2025 1:15:00 PM","Meter #95175892","1.85"
"12/11/2025 1:15:00 PM","Meter #95175892g","-0.11"
"12/11/2025 1:30:00 PM","Meter #95175892","0.00"
"12/11/2025 1:30:00 PM","Meter #95175892g","-0.69"
"12/11/2025 1:45:00 PM","Meter #95175892","0.00"
"12/11/2025 1:45:00 PM","Meter #95175892g","-0.67"
"12/11/2025 2:00:00 PM","Meter #95175892","0.00"
"12/11/2025 2:00:00 PM","Meter #95175892g","-0.42"
"12/11/2025 2:15:00 PM","Meter #95175892","0.00"
"12/11/2025 2:15:00 PM","Meter #95175892g","-0.78"
"12/11/2025 2:30:00 PM","Meter #95175892","0.00"
"12/11/2025 2:30:00 PM","Meter #95175892g","-0.70"
"12/11/2025 2:45:00 PM","Meter #95175892","0.00"
"12/11/2025 2:45:00 PM","Meter #95175892g","-0.70"
"12/11/2025 3:00:00 PM","Meter #95175892","0.00"
"12/11/2025 3:00:00 PM","Meter #95175892g","-0.60"
"12/11/2025 3:15:00 PM","Meter #95175892","0.00"
"12/11/2025 3:15:00 PM","Meter #95175892g","-0.52"
"12/11/2025 3:30:00 PM","Meter #95175892","0.01"
"12/11/2025 3:30:00 PM","Meter #95175892g","-0.26"
"12/11/2025 3:45:00 PM","Meter #95175892","0.04"
"12/11/2025 3:45:00 PM","Meter #95175892g","-0.02"
